,학교명,위도,경도
22758,서울상원초등학교,37.66804804,127.0599219
22759,서울수락산유치원,37.68082417,127.0542171
22760,서울수락초등학교,37.68449915,127.0551909
22761,서울수암초등학교,37.6476919,127.0814596
22762,서울신상계초등학교,37.66751583,127.0758316
22763,서울연지유치원,37.63303038,127.0606231
22764,서울연촌초등학교,37.6344128,127.0725135
22765,서울용동초등학교,37.64108048,127.0690768
22766,서울월계초등학교,37.62778747,127.0506176
22767,서울태랑초등학교,37.62620253,127.090832
22768,서울태릉초등학교,37.62310344,127.0850583
22769,고운유치원,37.64403699,127.0669323
22770,공릉,37.62980029,127.0726161
22771,까치유치원,37.6563467,127.0728532
22772,꽃동산유치원,37.63077523,127.0739975
22773,꿈동산아이유치원,37.67018679,127.054692
22774,꿈터유치원,37.67373485,127.0589547
22775,노원,37.62441856,127.0803636
22776,다연유치원,37.63175681,127.0523346
22777,동화나라유치원,37.66669461,127.0791289
22778,두솔유치원,37.6295459,127.054164
22779,무지개유치원,37.66459195,127.0787127
22780,미광유치원,37.62336899,127.082121
22781,보고유치원,37.61960201,127.0613922
22782,보배유치원,37.62860553,127.0627973
22783,산내들유치원,37.62636996,127.0821861
22784,삼육대학교부속유치원,37.64336047,127.1088554
22785,상원유치원,37.64454717,127.0687843
22786,서울여자대학교부속유치원,37.62737996,127.091622
22787,선덕유치원,37.63302802,127.0671491
22789,성희유치원,37.65081723,127.0561498
22791,아이디유치원,37.65916892,127.0571663
22792,연세유치원,37.63828198,127.0627099
22793,예진유치원,37.62791038,127.0683232
22794,온누리유치원,37.66691302,127.0543141
22795,우리유치원,37.65287078,127.0777241
22796,원암유치원,37.64981129,127.0851959
22797,육사유치원,37.62011857,127.0894107
22798,청원유치원,37.66524853,127.0625301
22799,초안유치원,37.63075599,127.0433064
22800,키즈위즈유치원,37.66109451,127.0785292
22801,풍천유치원,37.66116367,127.0609946
22802,하늘유치원,37.63581816,127.0520451
22803,학여울유치원,37.63795253,127.0598021
22804,한성유치원,37.64056696,127.0759724
22805,한양유치원,37.61872798,127.0670783
22806,효자유치원,37.62383675,127.0647829
22807,효천유치원,37.65136991,127.0782186
22811,서울노원초등학교,37.67359574,127.0584577
22812,서울노일초등학교,37.67375706,127.0549642
22813,서울녹천초등학교,37.62850894,127.0631157
22815,서울덕암초등학교,37.66647704,127.0812738
22817,서울불암초등학교,37.65078456,127.0805716
22821,서울상수초등학교,37.65110194,127.0647589
22823,서울상월초등학교,37.65862736,127.0570484
22824,서울상천초등학교,37.64628021,127.0578049
22825,서울선곡초등학교,37.61869042,127.0578015
22828,서울신계초등학교,37.6299408,127.0528448
22830,서울연지초등학교,37.63319291,127.0595334
22832,서울온곡초등학교,37.66767108,127.0657868
22834,서울용원초등학교,37.62992459,127.0689439
22835,서울원광초등학교,37.65440754,127.0749059
22837,서울을지초등학교,37.65039312,127.0731424
22838,서울중계초등학교,37.657846,127.0733106
22839,서울중원초등학교,37.64383271,127.0627536
22840,서울중평초등학교,37.63764381,127.0640436
22841,서울중현초등학교,37.63388336,127.0659261
22842,서울청계초등학교,37.64509411,127.0661599
22845,서울한천초등학교,37.62070929,127.0692399
22846,상명초등학교,37.64872263,127.0669644
22847,청원초등학교,37.66524853,127.0625301
22848,태강삼육초등학교,37.64336047,127.1088554
22849,화랑초등학교,37.62737996,127.091622
22850,공릉중학교,37.6223899,127.0836737
22851,노원중학교,37.64939481,127.0596921
22852,노일중학교,37.67228882,127.0538945
22853,녹천중학교,37.63108397,127.0617352
22854,불암중학교,37.64589149,127.0735949
22855,상경중학교,37.66715147,127.0537103
22856,상계제일중학교,37.66107295,127.0780761
22857,상계중학교,37.65240486,127.0688677
22858,상원중학교,37.67160342,127.0594577
22859,수락중학교,37.6744874,127.0584124
22860,신상중학교,37.65190678,127.0639895
22861,신창중학교,37.62855514,127.047481
22862,온곡중학교,37.66057746,127.0643342
22863,월계중학교,37.63113497,127.0523198
22864,을지중학교,37.6497872,127.0717107
22865,중계중학교,37.65548304,127.0753232
22866,중원중학교,37.64424369,127.0680062
22867,중평중학교,37.63697255,127.0623411
22868,태랑중학교,37.6268554,127.0913679
22869,하계중학교,37.64136742,127.0723366
22870,한천중학교,37.63126027,127.0726546
22871,광운중학교,37.61923906,127.0565486
22872,상명중학교,37.64937107,127.0680669
22873,염광중학교,37.63211482,127.0517498
22874,재현중학교,37.66132097,127.0809973
22875,청원중학교,37.66524853,127.0625301
22876,경기기계공업고등학교,37.63224223,127.074931
22877,노원고등학교,37.66180178,127.0540161
22878,불암고등학교,37.64916064,127.0803083
22879,상계고등학교,37.65272188,127.0554571
22880,수락고등학교,37.68290935,127.0535671
22881,월계고등학교,37.63182952,127.0490481
22882,광운인공지능고등학교,37.61923906,127.0565486
22883,대진고등학교,37.63781067,127.0760858
22884,대진여자고등학교,37.6461205,127.0672009
22885,미래산업과학고등학교,37.65877819,127.0784445
22886,상명고등학교,37.64937107,127.0680669
22887,서라벌고등학교,37.64520561,127.0757564
22888,서울동산고등학교,37.63077523,127.0739975
22889,서울아이티고등학교,37.64241571,127.0624541
22890,염광고등학교,37.63028144,127.0492604
22891,염광메디텍고등학교,37.63028144,127.0492604
22892,영신간호비즈니스고등학교,37.65231911,127.0832499
22893,영신여자고등학교,37.65231911,127.0832499
22894,용화여자고등학교,37.65913273,127.0582774
22895,인덕과학기술고등학교,37.63034155,127.0545051
22896,재현고등학교,37.66132097,127.0809973
22897,청원고등학교,37.66524853,127.0625301
22898,청원여자고등학교,37.66524853,127.0625301
22899,한국삼육고등학교,37.64336047,127.1088554
22900,혜성여자고등학교,37.6405485,127.0736158
22901,서울정민학교,37.63389532,127.0731658
22902,서울동천학교,37.64450762,127.0729208
22904,청암예술학교,37.65177735,127.0738618
22905,서울구현초등학교,37.60994763,126.9058578
22906,서울북한산유치원,37.63218806,126.928803
22907,서울불광초등학교,37.61342791,126.9307142
22908,서울산울림유치원,37.6480734,126.9298217
22909,서울서신초등학교,37.59229253,126.9073843
22910,서울수색초등학교,37.58516776,126.8960074
22911,서울신도초등학교,37.63281298,126.9291566
22912,서울어울초등학교,37.60656525,126.9350594
22913,서울역촌유치원,37.60421976,126.918875
22914,서울연광초등학교,37.62364687,126.923907
22915,서울연신초등학교,37.62606049,126.9277466
22916,서울연은초등학교,37.59064182,126.9248687
22917,서울연천초등학교,37.6213498,126.9299212
22918,서울은명초등학교,37.59774954,126.9178021
22919,서울은빛유치원,37.64282355,126.9202654
22920,서울은평초등학교,37.60230312,126.9340329
22921,서울응암초등학교,37.58875602,126.9216122
22922,서울진관유치원,37.6347125,126.9309648
22923,녹번유치원,37.59983452,126.9300705
22924,다우림명문유치원,37.64432467,126.9248103
22925,동산유치원,37.58176799,126.9044131
22926,바다의별유치원,37.61542351,126.9262228
22927,백합유치원,37.60819743,126.9173565
22928,새보람유치원,37.61630153,126.9326327
22930,선일유치원,37.62030306,126.9119931
22931,성균관유치원,37.61830326,126.9169496
22932,성아유치원,37.58989182,126.9196935
22933,숲유치원,37.63472655,126.9216061
22935,와우랩유치원,37.59402668,126.9215702
22936,유정유치원,37.60667044,126.9267675
22937,은평국제유치원,37.5989618,126.9114656
22938,은평하랑유치원,37.6002601,126.9303022
22939,은혜유치원,37.61775888,126.9274013
22940,자연유치원,37.60315416,126.9374862
22941,충암유치원,37.58464007,126.9218073
22942,효림유치원,37.58683635,126.8990852
22943,서울갈현초등학교,37.61977847,126.9166791
22944,서울구산초등학교,37.6127463,126.9093734
22946,서울녹번초등학교,37.60457975,126.9257443
22947,서울대은초등학교,37.61236581,126.9258703
22948,서울대조초등학교,37.61357641,126.9193061
22949,서울북한산초등학교,37.65362869,126.9504583
22951,서울상신초등학교,37.59755582,126.9046009
22953,서울수리초등학교,37.62027895,126.9340598
22956,서울신사초등학교,37.59283055,126.9119851
22958,서울역촌초등학교,37.60157945,126.9139303
22964,서울은빛초등학교,37.64265952,126.9190781
22965,서울은진초등학교,37.63319564,126.9207105
22968,서울증산초등학교,37.58263904,126.9040946
22969,서울진관초등학교,37.64509393,126.9291505
22970,선일초등학교,37.62030306,126.9119931
22971,예일초등학교,37.61094907,126.9147909
22972,충암초등학교,37.58464007,126.9218073
22973,구산중학교,37.60987303,126.9094833
22974,덕산중학교,37.60225993,126.9046792
22975,불광중학교,37.62290144,126.9321193
22976,상신중학교,37.58978779,126.9064244
22977,신도중학교,37.63280134,126.9308562
22978,연서중학교,37.58702092,126.9092728
22979,연신중학교,37.62354226,126.9242937
22980,연천중학교,37.62754773,126.9258221
22981,은평중학교,37.61063745,126.9083508
22982,증산중학교,37.5838182,126.9049379
22983,진관중학교,37.64425194,126.9257292
22984,대성중학교,37.62313899,126.9097882
22985,선일여자중학교,37.62030306,126.9119931
22986,선정중학교,37.61870801,126.9090372
22987,숭실중학교,37.59321935,126.9023884
22988,영락중학교,37.59696095,126.9251856
22989,예일여자중학교,37.61094907,126.9147909
22990,충암중학교,37.58464007,126.9218073
22991,신도고등학교,37.62913212,126.9187526
22992,은평고등학교,37.60936435,126.9061155
22993,진관고등학교,37.64333866,126.9243826
22994,대성고등학교,37.62313899,126.9097882
22995,동명생활경영고등학교,37.61441939,126.9228165
22996,동명여자고등학교,37.61441939,126.9228165
22997,선일빅데이터고등학교,37.62030306,126.9119931
22998,선일여자고등학교,37.62030306,126.9119931
22999,선정고등학교,37.61870801,126.9090372
23000,선정국제관광고등학교,37.61870801,126.9090372
23001,세명컴퓨터고등학교,37.62771351,126.923248
23002,숭실고등학교,37.59321935,126.9023884
23003,신진과학기술고등학교,37.59871415,126.9188414
23004,예일디자인고등학교,37.61094907,126.9147909
23005,예일여자고등학교,37.61094907,126.9147909
23006,은평메디텍고등학교,37.63534988,126.9297094
23007,충암고등학교,37.58464007,126.9218073
23008,하나고등학교,37.64154287,126.9370197
23009,은평대영학교,37.60564517,126.9063398
23011,서울가재울초등학교,37.57369417,126.918048
23012,서울금화초등학교,37.56875346,126.9629462
23013,서울북성유치원,37.55947785,126.9512694
23014,서울인왕초등학교,37.5902178,126.9448035
23015,서울홍제초등학교,37.59345736,126.9453467
23016,경복유치원,37.59592001,126.945663
23017,명지전문대학부속명지유치원,37.58366511,126.926554
23018,벧엘유치원,37.566156,126.9323063
23020,새나유치원,37.57567504,126.9208496
23022,신촌유치원,37.55738112,126.9314467
23023,신현유치원,37.55865703,126.9471157
23024,연유치원,37.58187656,126.9240775
23025,이화여자대학교사범대학부속이화유치원,37.56428999,126.9503191
23027,한양제일유치원,37.58327446,126.9472338
23028,해맑은유치원,37.57740057,126.9056657
23029,현대경복유치원,37.58631328,126.9515502
23030,현대홍익유치원,37.58405884,126.9432486
23031,홍제성당유치원,37.59011749,126.9436613
23033,서울고은초등학교,37.58500237,126.9439713
23035,서울대신초등학교,37.55793543,126.9480426
23036,서울미동초등학교,37.56337107,126.9656694
23037,서울북가좌초등학교,37.57722184,126.9077741
23038,서울북성초등학교,37.55963603,126.9518331
23039,서울안산초등학교,37.57916485,126.9522051
23040,서울연가초등학교,37.57956235,126.9173292
23041,서울연희초등학교,37.5690469,126.9341442
23043,서울창서초등학교,37.55814739,126.9334843
23044,서울홍연초등학교,37.58211654,126.9306634
23045,서울홍은초등학교,37.59753962,126.9494564
23047,경기초등학교,37.56512963,126.9627586
23048,명지초등학교,37.58362626,126.9282303
23049,이화여자대학교사범대학부속초등학교,37.56119692,126.94296
23050,추계초등학교,37.56316079,126.9540589
23051,가재울중학교,37.5750883,126.9099335
23052,서연중학교,37.56801216,126.9273331
23053,신연중학교,37.58278505,126.9398587
23054,연북중학교,37.5775722,126.9383136
23055,연희중학교,37.57958472,126.9187894
23056,인왕중학교,37.59288122,126.9514808
23057,홍은중학교,37.59189368,126.9357551
23058,동명여자중학교,37.56864018,126.9623591
23059,명지중학교,37.58491341,126.9270909
23060,이화여자대학교사범대학부속이화금란중학교,37.56254444,126.9445256
23061,인창중학교,37.56488839,126.9640184
23062,정원여자중학교,37.58505075,126.9333049
23063,중앙여자중학교,37.56316079,126.9540589
23064,한성중학교,37.55909159,126.9544553
23065,가재울고등학교,37.57436371,126.9095252
23066,한성과학고등학교,37.57543602,126.9523705
23067,명지고등학교,37.58491341,126.9270909
23068,이화여자대학교사범대학부속이화금란고등학교,37.56639011,126.9473579
23069,인창고등학교,37.56488839,126.9640184
23070,중앙여자고등학교,37.56316079,126.9540589
23071,한성고등학교,37.55909159,126.9544553
23072,연세대학교재활학교,37.563094,126.93184
23073,서울공덕초등학교,37.54580446,126.9548217
23074,서울동교초등학교,37.5586197,126.9023975
23075,서울마포초등학교,37.53854429,126.9499894
23076,서울상암초등학교,37.57638169,126.8920501
23077,서울상지초등학교,37.57983564,126.8818436
23078,서울성산초등학교,37.55325687,126.9109868
23079,서울성서초등학교,37.56059977,126.9109253
23080,서울소의초등학교,37.5527849,126.9606547
23081,서울용강초등학교,37.54910565,126.9440472
23082,서울중동초등학교,37.56641032,126.9117804
23083,서울창천초등학교,37.55487541,126.9393596
23084,서울하늘초등학교,37.58580918,126.8808599
23085,서울한서초등학교,37.55364389,126.9497779
23086,나사렛유치원,37.57437486,126.890393
23087,대진유치원,37.5622,126.9164144
23088,돌샘유치원,37.54266721,126.9556576
23089,마포대진유치원,37.56183913,126.9193172
23090,배영유치원,37.55259102,126.9199259
23091,삼성그린유치원,37.53950462,126.9515941
23092,새현대유치원,37.53990174,126.9557414
23093,서일유치원,37.56744943,126.9081883
23094,성결유치원,37.54635135,126.9373301
23095,성산아트유치원,37.56534892,126.9090452
23096,월드유치원,37.58040568,126.8811445
23097,정님유치원,37.54994222,126.9469213
23098,태영유치원,37.54386479,126.9423897
23099,홍익대학교사범대학부속유치원,37.5635137,126.9191685
23103,서울망원초등학교,37.5608932,126.9007682
23106,서울서강초등학교,37.54810946,126.9274709
23107,서울서교초등학교,37.55488418,126.9243747
23110,서울성원초등학교,37.56697919,126.9050822
23112,서울신북초등학교,37.57110852,126.9053615
23113,서울신석초등학교,37.54453524,126.9377745
23114,서울아현초등학교,37.55558695,126.9565414
23115,서울염리초등학교,37.54276155,126.9459811
23121,홍익대학교사범대학부속초등학교,37.55950336,126.9131937
23122,상암중학교,37.57906054,126.8875498
23123,서울여자중학교,37.5477808,126.9490679
23124,성사중학교,37.56809457,126.9126841
23125,성산중학교,37.54731619,126.9165617
23126,성서중학교,37.56275294,126.9079624
23127,신수중학교,37.54592612,126.9341336
23128,아현중학교,37.55639749,126.9564962
23129,중암중학교,37.57226345,126.9035899
23130,창천중학교,37.55487541,126.9393596
23131,경성중학교,37.5635137,126.9191685
23132,광성중학교,37.54869987,126.9359727
23133,동도중학교,37.54666743,126.948495
23134,숭문중학교,37.55088702,126.945765
23135,홍익대학교사범대학부속여자중학교,37.55950336,126.9131937
23136,상암고등학교,37.58133701,126.8833949
23137,서울여자고등학교,37.5477808,126.9490679
23138,경성고등학교,37.5635137,126.9191685
23139,광성고등학교,37.54869987,126.9359727
23140,서울디자인고등학교,37.54666743,126.948495
23141,숭문고등학교,37.55088702,126.945765
23142,한세사이버보안고등학교,37.55183488,126.9520441
23143,홍익대학교사범대학부속여자고등학교,37.55950336,126.9131937
23144,홍익디자인고등학교,37.5635137,126.9191685
23145,한국우진학교,37.5711215,126.9038444
23148,서울강신초등학교,37.54209903,126.8295847
23149,서울강월초등학교,37.51634045,126.8334368
23150,서울경인유치원,37.53287402,126.885701
23151,서울서정초등학교,37.52345385,126.8672311
23152,서울신기초등학교,37.51127242,126.8542036
23153,서울신원초등학교,37.52951431,126.8298604
23154,서울신은초등학교,37.51401018,126.8319573
23155,서울신정유치원,37.51358258,126.8333666
23156,서울양동초등학교,37.52584954,126.8512431
23157,서울양목초등학교,37.52416519,126.8615525
23158,서울양화초등학교,37.5436656,126.8739869
23159,서울영도초등학교,37.53595124,126.8719416
23160,서울월촌초등학교,37.54069579,126.8762607
23161,서울장수초등학교,37.51291392,126.8451068
23162,경성유치원,37.50945706,126.8621602
23163,계상유치원,37.51251109,126.8398533
23164,광영유치원,37.53719789,126.8232796
23165,꿈꾸는유치원,37.520867,126.8401879
23166,꿈나무유치원,37.52233975,126.8675647
23167,동연유치원,37.54886767,126.8677071
23168,등대유치원,37.52213093,126.8777946
23169,등촌유치원,37.54657037,126.864924
23170,목동다솜유치원,37.52424095,126.8387668
23171,목동유치원,37.52437193,126.8605651
23172,목성유치원,37.513188,126.861175
23173,빛나유치원,37.52924626,126.8670983
23174,새서울유치원,37.519384,126.862271
23175,샘터유치원,37.51840277,126.8351581
23176,세신유치원,37.51768655,126.8568658
23177,세화유치원,37.514363,126.875013
23178,신목유치원,37.54637774,126.8702117
23179,신예유치원,37.51231935,126.8534524
23180,아란유치원,37.534612,126.871471
23181,어린이의정원유치원,37.507148,126.864655
23182,원일유치원,37.533907,126.882058
23183,튼튼유치원,37.52603299,126.8571572
23184,한서유치원,37.533577,126.885657
23185,해림유치원,37.540305,126.88199
23186,서울갈산초등학교,37.51237267,126.8702262
23187,서울강서초등학교,37.52241564,126.8409898
23190,서울경인초등학교,37.53287402,126.885701
23191,서울계남초등학교,37.51016621,126.8600117
23192,서울남명초등학교,37.51568653,126.8541023
23193,서울목동초등학교,37.52279785,126.8721282
23194,서울목운초등학교,37.52700548,126.8730492
23195,서울목원초등학교,37.5429014,126.8827116
23197,서울신강초등학교,37.52584302,126.8422605
23199,서울신남초등학교,37.516524,126.8447911
23200,서울신목초등학교,37.51661258,126.8726397
23201,서울신서초등학교,37.52053206,126.8622864
23204,서울양강초등학교,37.52436695,126.8479624
23206,서울양명초등학교,37.51637783,126.8566369
23208,서울양원초등학교,37.53821432,126.8231052
23212,서울은정초등학교,37.50945706,126.8621602
23214,서울정목초등학교,37.53652791,126.8700547
23215,서울지향초등학교,37.51283467,126.8370204
23216,강신중학교,37.51513452,126.8381612
23217,금옥중학교,37.51096559,126.8439718
23218,목동중학교,37.52095319,126.8714432
23219,목운중학교,37.52700548,126.8730492
23220,목일중학교,37.51321974,126.8740141
23221,신남중학교,37.52077047,126.8478253
23222,신목중학교,37.53702521,126.8730683
23223,신서중학교,37.51596568,126.8550143
23224,신원중학교,37.5370963,126.8248426
23225,신월중학교,37.54046532,126.8283882
23226,신화중학교,37.54105904,126.8301102
23227,양강중학교,37.52490577,126.8496285
23228,양동중학교,37.54837281,126.8687218
23229,양서중학교,37.53264159,126.8290196
23230,양천중학교,37.51899709,126.8305561
23231,월촌중학교,37.53706317,126.8827647
23232,봉영여자중학교,37.50921288,126.8601958
23233,양정중학교,37.53538904,126.8877342
23234,영도중학교,37.53631568,126.8657695
23235,금옥여자고등학교,37.51096559,126.8439718
23236,서울금융고등학교,37.53744685,126.8256631
23237,신목고등학교,37.51290955,126.8736115
23238,신서고등학교,37.52388272,126.8602897
23239,강서고등학교,37.53631568,126.8657695
23240,광영고등학교,37.53719789,126.8232796
23241,광영여자고등학교,37.53719789,126.8232796
23242,대일관광고등학교,37.51141723,126.8349046
23243,목동고등학교,37.50921288,126.8601958
23244,백암고등학교,37.51225052,126.8445289
23245,서울영상고등학교,37.52330613,126.8602985
23246,양정고등학교,37.53538904,126.8877342
23247,양천고등학교,37.50831953,126.8452002
23248,진명여자고등학교,37.52406887,126.8655927
23249,한가람고등학교,37.5374088,126.8840608
23250,서울가양초등학교,37.56221372,126.8585183
23251,서울개화초등학교,37.57394416,126.804646
23252,서울공진초등학교,37.55780837,126.8227635
23253,서울공항초등학교,37.56311966,126.8213783
23254,서울금낭화유치원,37.56861659,126.8115455
23255,서울내발산초등학교,37.55087862,126.8381617
23256,서울등명초등학교,37.5608945,126.8423867
23257,서울등촌초등학교,37.54761135,126.8579372
23258,서울마곡유치원,37.56926731,126.8180328
23259,서울송정초등학교,37.56223355,126.8102772
23260,서울수명유치원,37.55238637,126.8229845
23261,서울신곡초등학교,37.53909593,126.8560076
23262,서울신월초등학교,37.54036725,126.8394562
23263,서울염경초등학교,37.55513678,126.8712567
23264,서울월정초등학교,37.53499301,126.8362921
23265,서울정곡초등학교,37.57696205,126.8189302
23266,서울탑산초등학교,37.56708367,126.852456
23267,서울화일초등학교,37.540716,126.8474736
23268,강서유치원,37.54821068,126.8500517
23269,공항제일유치원,37.56523794,126.810671
23270,국제유치원,37.57051474,126.8229486
23271,나나유치원,37.53590986,126.8573122
23272,대유유치원,37.53400494,126.8615955
23273,동그라미유치원,37.55011222,126.8491624
23274,등촌제일유치원,37.55546417,126.8593681
23275,등현유치원,37.56145903,126.848524
23276,미도유치원,37.55046988,126.8609719
23277,미래유치원,37.57102456,126.8064019
23278,방화이화유치원,37.57408775,126.8135303
23279,보라유치원,37.56361949,126.8473929
23280,선미유치원,37.53932697,126.8436364
23281,신세기유치원,37.57102669,126.8465431
23282,신영유치원,37.53098389,126.8492298
23283,아람유치원,37.57941245,126.8125968
23284,아이파크예원유치원,37.54826631,126.8409862
23286,우람유치원,37.5748797,126.8143329
23287,우리곰유치원,37.57121415,126.8435969
23288,우일유치원,37.53522317,126.855252
23289,우현유치원,37.55707689,126.8380769
23290,유니유치원,37.56376191,126.859287
23291,윤서유치원,37.54724319,126.832243
23292,이솔유치원,37.53126507,126.8522011
23293,장미유치원,37.56461581,126.8562744
23294,한나유치원,37.57680324,126.8102835
23295,해리유치원,37.55855725,126.8633729
23297,홍신유치원,37.54811129,126.8325576
23298,서울가곡초등학교,37.55570595,126.8361063
23304,서울등마초등학교,37.54204287,126.8616658
23306,서울등서초등학교,37.55188129,126.8550428
23307,서울등양초등학교,37.56494531,126.8447577
23308,서울등원초등학교,37.55981614,126.850066
23310,서울등현초등학교,37.56137835,126.8476424
23311,서울발산초등학교,37.550148,126.8307718
23312,서울방화초등학교,37.56870201,126.807503
23313,서울백석초등학교,37.55364655,126.8624288
23314,서울삼정초등학교,37.58050906,126.8105416
23316,서울송화초등학교,37.56814999,126.8180278
23317,서울수명초등학교,37.55276136,126.8235445
23320,서울신정초등학교,37.53206852,126.8523585
23321,서울양천초등학교,37.5701741,126.8395265
23323,서울염동초등학교,37.55209276,126.8723551
23324,서울염창초등학교,37.55322762,126.867596
23325,서울우장초등학교,37.54963979,126.8459896
23328,서울치현초등학교,37.57593668,126.8146105
23330,서울화곡초등학교,37.54367069,126.8464776
23332,유석초등학교,37.56078034,126.8537863
23333,경서중학교,37.56124232,126.8577634
23334,공항중학교,37.56217251,126.8149642
23335,등명중학교,37.56019166,126.843303
23336,등원중학교,37.55981297,126.851594
23337,마곡중학교,37.56778897,126.8215765
23338,마곡하늬중학교,37.55816904,126.8209809
23339,방원중학교,37.57604901,126.8087558
23340,방화중학교,37.56433705,126.8071084
23341,백석중학교,37.54828796,126.8589567
23342,삼정중학교,37.58040042,126.819476
23343,성재중학교,37.56923955,126.8453028
23344,송정중학교,37.55315599,126.8152426
23345,수명중학교,37.54856771,126.824063
23346,염경중학교,37.55513678,126.8712567
23347,염창중학교,37.55426744,126.8717451
23348,화원중학교,37.53621548,126.8424171
23349,덕원중학교,37.54862603,126.8290301
23350,등촌중학교,37.55248022,126.8592098
23351,마포중학교,37.55986714,126.8534607
23352,명덕여자중학교,37.55403035,126.8343102
23353,신정여자중학교,37.53825707,126.8568464
23354,화곡중학교,37.54840959,126.8326548
23355,강서공업고등학교,37.57603353,126.8161825
23356,공항고등학교,37.57035607,126.8187854
23357,등촌고등학교,37.56294787,126.8450489
23358,세현고등학교,37.56043374,126.8636161
23359,수명고등학교,37.54973358,126.8244181
23360,경복비즈니스고등학교,37.55811116,126.8526387
23361,경복여자고등학교,37.55783,126.8505944
23362,대일고등학교,37.53957377,126.8625745
23363,덕원여자고등학교,37.54862603,126.8290301
23364,덕원예술고등학교,37.54862603,126.8290301
23365,동양고등학교,37.56906572,126.8468789
23366,마포고등학교,37.55986714,126.8534607
23367,명덕고등학교,37.55403035,126.8343102
23368,명덕여자고등학교,37.55403035,126.8343102
23369,명덕외국어고등학교,37.55403035,126.8343102
23370,서울신정고등학교,37.53825707,126.8568464
23371,서울항공비즈니스고등학교,37.56922131,126.8170374
23372,영등포공업고등학교,37.56983522,126.8500253
23373,영일고등학교,37.54729071,126.8620614
23374,한광고등학교,37.53884425,126.857935
23375,한서고등학교,37.57476975,126.8078818
23376,화곡고등학교,37.54797421,126.8314507
23377,화곡보건경영고등학교,37.54840959,126.8326548
23378,서울서진학교,37.56548005,126.8506242
23379,교남학교,37.54797175,126.8523526
23381,서울개봉초등학교,37.48952168,126.8579731
23382,서울고산초등학교,37.49897601,126.8647732
23383,서울고척초등학교,37.50084497,126.8567491
23384,서울구로남초등학교,37.48468372,126.8902268
23385,서울구일초등학교,37.49319345,126.8734776
23386,서울매봉초등학교,37.5049145,126.8443704
23387,서울미래초등학교,37.50510829,126.8880813
23388,서울세곡초등학교,37.50505992,126.8491184
23389,서울신미림초등학교,37.50714529,126.8795569
23390,서울영서초등학교,37.48774616,126.8949194
23391,서울오류남초등학교,37.48968944,126.8391091
23392,서울천왕초등학교,37.48130515,126.8368077
23393,서울하늘숲유치원,37.48509633,126.8430132
23394,서울항동유치원,37.47711294,126.8247188
23395,개봉샛별유치원,37.49167316,126.8568322
23396,꿀벌유치원,37.48497253,126.8893179
23397,동아유치원,37.51096405,126.8822372
23398,동정성모유치원,37.49045007,126.8285244
23399,목원유치원,37.49290396,126.8592561
23400,미림유치원,37.49086414,126.857964
23401,바니유치원,37.49327129,126.8778754
23403,새두산유치원,37.48989792,126.8889624
23404,서울남유치원,37.48803744,126.8818096
23405,세희유치원,37.49153685,126.893665
23406,신도유치원,37.48908825,126.8776439
23407,예쁨유치원,37.49522347,126.8174466
23408,정훈유치원,37.49639169,126.8630707
23409,푸른동산유치원,37.48672983,126.831364
23410,혜원유치원,37.49941587,126.8422949
23411,서울개명초등학교,37.48303854,126.8509823
23413,서울개웅초등학교,37.48860704,126.8500603
23415,서울고원초등학교,37.49760727,126.8658004
23418,서울구로초등학교,37.49727668,126.8860033
23420,서울덕의초등학교,37.50603176,126.8573487
23421,서울동구로초등학교,37.49406952,126.8927795
23425,서울신구로초등학교,37.49963168,126.8892255
23426,서울신도림초등학교,37.5119828,126.8832513
23429,서울영일초등학교,37.48564155,126.8838127
23431,서울오류초등학교,37.4975301,126.84203
23432,서울오정초등학교,37.49016807,126.8264368
23433,서울온수초등학교,37.49400187,126.8259698
23435,서울하늘숲초등학교,37.48416225,126.8414785
23436,서울항동초등학교,37.47691644,126.823987
23437,개봉중학교,37.50352566,126.8424012
23438,개웅중학교,37.48752661,126.8510719
23439,경인중학교,37.4984635,126.8536753
23440,고척중학교,37.49973599,126.8613463
23441,구로중학교,37.49485576,126.8911055
23442,구일중학교,37.49530471,126.8737739
23443,신도림중학교,37.51073603,126.8848082
23444,영림중학교,37.49722158,126.8906861
23445,영서중학교,37.48911321,126.8956117
23446,오남중학교,37.48705815,126.8372501
23447,오류중학교,37.50784529,126.8464629
23448,천왕중학교,37.48270756,126.8373966
23449,항동중학교,37.48267232,126.8201882
23450,우신중학교,37.49489769,126.8263516
23451,경인고등학교,37.49599084,126.865429
23452,고척고등학교,37.50804962,126.8498643
23453,구로고등학교,37.49883995,126.8903116
23454,구일고등학교,37.49350162,126.8746152
23455,구현고등학교,37.5022849,126.8744156
23456,세종과학고등학교,37.49756567,126.8273503
23457,신도림고등학교,37.51412305,126.8818508
23458,덕일전자공업고등학교,37.4906164,126.8371611
23459,서서울생활과학고등학교,37.503835,126.8280667
23460,서울공연예술고등학교,37.49993334,126.8326061
23461,예림디자인고등학교,37.50035315,126.82768
23462,오류고등학교,37.50035315,126.82768
23463,우신고등학교,37.49489769,126.8263516
23464,유한공업고등학교,37.48797435,126.8232937
23465,서울정진학교,37.49881555,126.8207488
23466,성베드로학교,37.48752529,126.8261615
23468,서울금나래초등학교,37.45796915,126.896171
